xcoord,ycoord,latitude,longitude,sale price,price per sqft,zip code,tree_count_quarter_mile
1023950.0,244839.0,40.8386124858,-73.8565254824,133000,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,0,,10462,439.0
1023950.0,244839.0,40.8386124858,-73.8565254824,106000,,10462,439.0
1022709.0,245435.0,40.8402538221,-73.861006991,180000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,130000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,103000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,0,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,149000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,151000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,105000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,0,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,0,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,121000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,110000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,80000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,123000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,106000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,85000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,159793,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,0,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,0,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,74529,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,74529,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,0,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,0,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,100000,,10462,287.0
1022709.0,245435.0,40.8402538221,-73.861006991,0,,10462,287.0
